ticker,active,name,market,locale,primary_exchange,type,currency_name,cik,description,homepage_url,list_date,market_cap,phone_number,total_employees,address1,address2,city,state,postal_code,branding_icon_url,branding_logo_url,sic_code,sic_description,ticker_root,ticker_suffix,weighted_shares_outstanding
ABRpD,1,"Arbor Realty Trust, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",stocks,us,XNYS,PFD,usd,0001253986,"Arbor Realty Trust Inc is a specialized real estate finance company. It invests in a diversified portfolio of structured finance assets in the multifamily and commercial real estate markets, consisting of bridge and mezzanine loans, including junior participating interests in first mortgages, preferred, and direct equity. In addition, it may also directly acquire real property and invest in real estate-related notes and certain mortgage-related securities. The company has two business segments, Structured Business and Agency Business. It generates a majority of its revenue from the Structured Business Segment. The company is externally managed and advised by Arbor Commercial Mortgage, LLC.",https://www.arbor.com,2021-05-25,,516-506-4200,647,333 EARLE OVINGTON BOULEVARD,SUITE 900,UNIONDALE,NY,11553,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_logo.svg,6798,REAL ESTATE INVESTMENT TRUSTS,ABR,PRD,
ABRpE,1,"Arbor Realty Trust, Inc. 6.25% Series E Cumulative Redeemable Preferred Stock",stocks,us,XNYS,PFD,usd,0001253986,"Arbor Realty Trust Inc is a specialized real estate finance company. It invests in a diversified portfolio of structured finance assets in the multifamily and commercial real estate markets, consisting of bridge and mezzanine loans, including junior participating interests in first mortgages, preferred, and direct equity. In addition, it may also directly acquire real property and invest in real estate-related notes and certain mortgage-related securities. The company has two business segments, Structured Business and Agency Business. It generates a majority of its revenue from the Structured Business Segment. The company is externally managed and advised by Arbor Commercial Mortgage, LLC.",https://www.arbor.com,2021-08-04,,516-506-4200,647,333 EARLE OVINGTON BOULEVARD,SUITE 900,UNIONDALE,NY,11553,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_logo.svg,6798,REAL ESTATE INVESTMENT TRUSTS,ABR,PRE,
ABRpF,1,"Arbor Realty Trust, Inc. 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",stocks,us,XNYS,PFD,usd,0001253986,"Arbor Realty Trust Inc is a specialized real estate finance company. It invests in a diversified portfolio of structured finance assets in the multifamily and commercial real estate markets, consisting of bridge and mezzanine loans, including junior participating interests in first mortgages, preferred, and direct equity. In addition, it may also directly acquire real property and invest in real estate-related notes and certain mortgage-related securities. The company has two business segments, Structured Business and Agency Business. It generates a majority of its revenue from the Structured Business Segment. The company is externally managed and advised by Arbor Commercial Mortgage, LLC.",https://www.arbor.com,2021-10-05,,516-506-4200,647,333 EARLE OVINGTON BOULEVARD,SUITE 900,UNIONDALE,NY,11553,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJib3IuY29t/images/2024-10-01_logo.svg,6798,REAL ESTATE INVESTMENT TRUSTS,ABR,PRF,
ABSI,1,Absci Corporation Common Stock,stocks,us,XNAS,CS,usd,0001672688,Absci Corp is the Artificial intelligence powered synthetic biology company unlocking the potential of proteins as the next generation of therapeutics. It enables the creation of novel biologics by unifying biologic drug discovery and cell line development into one simultaneous process.,https://www.absci.com,2021-07-22,424392029.505,(360) 949-1041,156,18105 SE MILL PLAIN BLVD,,VANCOUVER,WA,98683,https://api.polygon.io/v1/reference/company-branding/YWJzY2kuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWJzY2kuY29t/images/2024-10-01_logo.svg,8731,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,ABSI,,114855759.0
ABT,1,Abbott Laboratories,stocks,us,XNYS,CS,usd,0000001800,"Abbott manufactures and markets cardiovascular and diabetes devices, adult and pediatric nutritional products, diagnostic equipment and testing kits, and branded generic drugs. Products include pacemakers, implantable cardioverter defibrillators, neuromodulation devices, coronary stents, catheters, infant formula, nutritional liquids for adults, continuous glucose monitors, and immunoassays and point-of-care diagnostic equipment. Abbott derives approximately 60% of sales outside the United States.",https://www.abbottinvestor.com,1949-04-19,196652614250.44,(224) 667-6100,114000,100 ABBOTT PARK ROAD,,ABBOTT PARK,IL,60064-3500,https://api.polygon.io/v1/reference/company-branding/YWJib3R0aW52ZXN0b3IuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWJib3R0aW52ZXN0b3IuY29t/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ABT,,1734455938.0
ABTS,1,Abits Group Inc Ordinary Shares,stocks,us,XNAS,CS,usd,0001864055,Abits Group Inc is a digital data center operator with bitcoin self-mining operations.,http://www.abitsgroup.com,2021-08-17,17585343.2442,,11,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJpdHNncm91cC5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWJpdHNncm91cC5jb20/images/2024-10-01_logo.png,,,ABTS,,35554677.0
ABUS,1,Arbutus Biopharma Corporation Common Stock,stocks,us,XNAS,CS,usd,0001447028,"Arbutus Biopharma Corp is a biopharmaceutical company. The company discovers, develops, and commercializes cures for patients suffering from Hepatitis B infection. The company is focused on developing a portfolio of drug candidates with multiple mechanisms of action and is also involved in licensing Lipid nanoparticle technology.",http://www.arbutusbio.com,2007-07-26,659431063.8,604-419-3200,73,701 VETERANS CIRCLE,,WARMINSTER,PA,18974,https://api.polygon.io/v1/reference/company-branding/YXJidXR1c2Jpby5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJidXR1c2Jpby5jb20/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ABUS,,189491685.0
ABVC,1,"ABVC BioPharma, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001173313,"ABVC BioPharma Inc is a clinical-stage biopharmaceuticals company with an active pipeline of six drugs and one medical device (ABV-1701/Vitargus) under development. For its drug products, it is focused on utilizing its licensed technology to conduct proof-of-concept trials through Phase II of the clinical development process. The firm is specialized in botanically based solutions that deliver high efficacy with low toxicity for improved health outcomes.",https://www.abvcpharma.com,2004-11-09,6183452.805,510-668-0881,19,44370 OLD WARM SPRINGS BLVD.,,FREMONT,CA,94538,https://api.polygon.io/v1/reference/company-branding/YWJ2Y3BoYXJtYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWJ2Y3BoYXJtYS5jb20/images/2024-10-01_logo.png,2834,PHARMACEUTICAL PREPARATIONS,ABVC,,12244461.0
ABVE,1,Above Food Ingredients Inc. Common Stock,stocks,us,XNAS,CS,usd,0001979484,"Above Food Ingredients Inc is a differentiated, regenerative ingredient company. Its products are made with real nutritious, flavorful ingredients and delivered with transparency. Its vision is to create a healthier world one seed, one field, and one bite at a time. With a robust chain of custody of plant proteins, enabled by scaled operations and infrastructure in primary agriculture and processing, and proprietary seed development capabilities that leverage the power of artificial intelligence driven genomics. The company delivers nutritious foods to businesses and consumers with traceability and sustainability. Above Food's consumer products and brands are available in grocers across Canada and the United States.",https://www.abovefood.com,2024-07-01,12825000.0,,,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJvdmVmb29kLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWJvdmVmb29kLmNvbQ/images/2024-10-01_logo.png,,,ABVE,,28500000.0
ABVEW,1,Above Food Ingredients Inc. Warrants,stocks,us,XNAS,WARRANT,usd,0001979484,"Above Food Ingredients Inc is a differentiated, regenerative ingredient company. Its products are made with real nutritious, flavorful ingredients and delivered with transparency. Its vision is to create a healthier world one seed, one field, and one bite at a time. With a robust chain of custody of plant proteins, enabled by scaled operations and infrastructure in primary agriculture and processing, and proprietary seed development capabilities that leverage the power of artificial intelligence driven genomics. The company delivers nutritious foods to businesses and consumers with traceability and sustainability. Above Food's consumer products and brands are available in grocers across Canada and the United States.",https://www.abovefood.com,2024-07-01,,,,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJvdmVmb29kLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWJvdmVmb29kLmNvbQ/images/2024-10-01_logo.png,,,ABVE,W,
ABVX,1,Abivax SA American Depositary Shares,stocks,us,XNAS,ADRC,usd,0001956827,"Abivax SA is a France-based clinical-stage biotechnology company focused on developing therapeutics that harness the body's natural regulatory mechanisms to stabilize the immune response in patients with chronic inflammatory diseases. They are evaluating its drug candidate, obefazimod, in Phase 3 clinical trials for the treatment of adults with moderately to severely active ulcerative colitis. Its initial focus is on inflammatory bowel diseases, chronic conditions involving inflammation of the gastrointestinal tract, of which the two most common forms are UC and CD.",https://www.abivax.com,2023-10-20,450323801.91,,61,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJpdmF4LmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWJpdmF4LmNvbQ/images/2024-10-01_logo.png,,,ABVX,,63336681.0
AC,1,"Associated Capital Group, Inc.",stocks,us,XNYS,CS,usd,0001642122,"Associated Capital Group Inc is a diversified global financial services company. It operates in the business of alternative investment management, institutional research services, and cash and other assets through subsidiaries. The activities of its subsidiaries comprise publishing daily research notes and full reports using private market value with a catalyst methodology and also products and customized solutions utilizing private market value with catalyst method of investing.",https://www.associated-capital-group.com,2015-11-09,792782249.55,914-921-5135,25,191 MASON STREET,,GREENWICH,CT,06830,,https://api.polygon.io/v1/reference/company-branding/YXNzb2NpYXRlZC1jYXBpdGFsLWdyb3VwLmNvbQ/images/2024-10-01_logo.svg,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",AC,,21237135.0
ACA,1,"Arcosa, Inc. Common Stock",stocks,us,XNYS,CS,usd,0001739445,"Arcosa Inc is a manufacturer and producer of infrastructure-related products and services. It operates in three segments: Construction Products, Engineered Structures, and Transportation Products. The Construction Products segment produces and sells construction aggregates and manufactures and sells trench shields and shoring products and services for infrastructure-related projects. The Transportation Products segment manufactures and sells products for the inland waterway and rail transportation industries. The Engineered Structures segment manufactures and sells products for energy-related businesses, including structural wind towers, telecommunication structures, steel utility structures for electricity transmission and distribution, and storage and distribution containers.",https://www.arcosa.com,2018-10-16,5323501916.52,972-942-6500,6075,500 N. AKARD SREET,SUITE 400,DALLAS,TX,75201,https://api.polygon.io/v1/reference/company-branding/YXJjb3NhLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJjb3NhLmNvbQ/images/2024-10-01_logo.png,3440,FABRICATED STRUCTURAL METAL PRODUCTS,ACA,,48776818.0
ACAD,1,Acadia Pharmaceuticals Inc.,stocks,us,XNAS,CS,usd,0001070494,"Acadia Pharmaceuticals Inc is a biotechnology company that develops and commercializes biopharmaceutical products to address central nervous system disorders. The company aims to discover small molecules drugs that address disorders such as Parkinson's, Alzheimer's, and schizophrenia. Acadia also seeks to in-license or acquire complementary products and candidates. The company's patent applications claim proprietary technology, including novel methods of screening and chemical synthetic methods, novel drug targets, and novel compounds identified using its technology.",https://www.acadia.com,2004-05-27,2871924038.66,858-558-2871,620,12830 EL CAMINO REAL,SUITE 400,SAN DIEGO,CA,92130,https://api.polygon.io/v1/reference/company-branding/YWNhZGlhLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNhZGlhLmNvbQ/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ACAD,,166391891.0
ACB,1,Aurora Cannabis Inc. Common Shares,stocks,us,XNAS,CS,usd,0001683541,"Aurora Cannabis, headquartered in Edmonton, Canada, cultivates and sells medicinal and recreational cannabis through a portfolio of brands that includes Drift, San Rafael '71, Daily Special, Whistler, Being, and Greybeard. Although the company primarily operates in Canada, it has expanded internationally through medical cannabis exporting agreements.",https://www.auroramj.com,2014-07-10,236520559.6,,1130,,,,,,https://api.polygon.io/v1/reference/company-branding/YXVyb3JhbWouY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXVyb3JhbWouY29t/images/2024-10-01_logo.svg,,,ACB,,54877160.0
ACCD,1,"Accolade, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001481646,"Accolade Inc offers technology-enabled solutions that help people understand, navigate, and utilize the healthcare system and their workplace benefits. The company's platform combines open, cloud-based intelligent technology with multimodal support from a team of Accolade Care Advocates and clinicians, including registered nurses, physician medical directors, pharmacists, primary care physicians, and other professionals to provide advocacy, medical opinion, and virtual primary care services.",https://www.accolade.com,2020-07-02,281074409.2,610-834-2989,2400,660 W. GERMANTOWN PIKE SUITE 500,,PLYMOUTH MEETING,PA,19462,https://api.polygon.io/v1/reference/company-branding/YWNjb2xhZGUuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNjb2xhZGUuY29t/images/2024-10-01_logo.svg,7389,"SERVICES-BUSINESS SERVICES, NEC",ACCD,,80537080.0
ACCO,1,Acco Brands Corporation,stocks,us,XNYS,CS,usd,0000712034,"ACCO Brands Corp designs, manufactures, and markets consumer and business products. It operates through three segments: ACCO Brands North America, ACCO Brands EMEA, and ACCO Brands International. The company offers school notebooks, janitorial supplies, and whiteboards; storage and organization products, sheet protectors, and indexes, and punching products; computer accessories and others used in schools, homes, and businesses. It offers its products under the AT-A-GLANCE, Five Star, GBC, Hilroy, Kensington, Quartet, Leitz, NOBO and other brands. The company markets and sells its products through various channels, including mass retailers; e-tailers; discount, and variety chains; and warehouse clubs. It generates maximum profit from ACCO Brands North America segment.",https://www.accobrands.com,1999-11-09,547069137.12,847-541-9500,5600,FOUR CORPORATE DRIVE,,LAKE ZURICH,IL,60047,https://api.polygon.io/v1/reference/company-branding/YWNjb2JyYW5kcy5jb20/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWNjb2JyYW5kcy5jb20/images/2024-10-01_logo.svg,2780,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",ACCO,,92881008.0
